algo,data_distribution,target_rps,duration_sec,actual_rps,error_rate,latency_p95_ms,gc_per_min_avg,cpu_usage_avg,qps_avg,success_rate_avg,failure_rate_avg,throughput_avg,resource_usage_avg,reject_queue_full,reject_budget,reject_sampling
TRADITIONAL,homogeneous,4,300,0.13,0.4500,30013.00,6.03,0.0241,0.00,1.0000,0.0000,8.15,0.0000,0,0,0
