algo,target_rps,duration_sec,actual_rps,error_rate,latency_p95_ms,gc_per_min_avg,cpu_usage_avg,qps_avg,success_rate_avg,failure_rate_avg,throughput_avg,resource_usage_avg,reject_queue_full,reject_budget,reject_sampling
OBJECT_POOL,50,200,0.34,0.0000,110243.00,77.77,0.5985,3.89,0.8542,0.1458,253.67,0.2500,0,641,0
